k	run	total_log_prob	dendroscope
3	run_207	-15079779.86346663	(longicaulis-JJ131,(ingens-JJ15,((((((integrifolia-DE152,((((((cephalantha-DE115,((pectinatiformis-DE666,densispica-DE554))#H2),urceolata-DE546),lutescens-DE126),(#H2,(anas-purple-DE681,(semitorta-yellow-DE680,kansuensis-white-DE528)))),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),((axillaris-JJ125,(macrosiphon-DE519,((((armata-DE671,chinensis-DE737),(oxycarpa-DE504,(cranolopha-forked-DE151,mussotii-DE550))),tenuituba-DE541),(bella-JJ85,(fetisowii-DE523,(przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561))))))))#H3),(#H3,#H1)),lachnoglossa-DE536)));
5	run_476	-15079869.164257009	(longicaulis-JJ131,((((((((((((kansuensis-white-DE528,(semitorta-yellow-DE680)#H2),anas-purple-DE681),(((lutescens-DE126,(cephalantha-DE115,urceolata-DE546)),#H2),(pectinatiformis-DE666,densispica-DE554))),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),(((((((#H1)#H5,(bella-JJ85)#H3),((fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))))#H4),(tenuituba-DE541,((cranolopha-forked-DE151,(oxycarpa-DE504,(armata-DE671,chinensis-DE737))),mussotii-DE550))),(macrosiphon-DE519,axillaris-JJ125)),#H3),#H4)),lachnoglossa-DE536),#H5),ingens-JJ15));
4	run_244	-15079922.259842157	((((((((integrifolia-DE152,((((((((pectinatiformis-DE666,densispica-DE554))#H2,semitorta-yellow-DE680),kansuensis-white-DE528),anas-purple-DE681),(#H2,(lutescens-DE126,(cephalantha-DE115,urceolata-DE546)))),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),(((((((bella-JJ85)#H3,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523))),(#H1)#H4),(((chinensis-DE737,armata-DE671),(cranolopha-forked-DE151,(oxycarpa-DE504,mussotii-DE550))),tenuituba-DE541)),macrosiphon-DE519),#H3),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
2	run_272	-15079964.276490245	((ingens-JJ15,((((mollis-JJ74,((batangensis-DE566,(integrifolia-DE152,(metaszetschuanica-DE668,((anas-purple-DE681,(semitorta-yellow-DE680,kansuensis-white-DE528)),((pectinatiformis-DE666,densispica-DE554),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115))))))))#H1),((axillaris-JJ125,(((bella-JJ85,(przewalskii-DE69,(fetisowii-DE523,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)))),(tenuituba-DE541,(cranolopha-forked-DE151,((oxycarpa-DE504,mussotii-DE550),(armata-DE671,chinensis-DE737))))),macrosiphon-DE519)))#H2),(#H2,#H1)),lachnoglossa-DE536)),longicaulis-JJ131);
4	run_394	-15080009.816414056	((((((((integrifolia-DE152,((((((semitorta-yellow-DE680,((densispica-DE554,pectinatiformis-DE666))#H2),kansuensis-white-DE528),anas-purple-DE681),(((cephalantha-DE115,urceolata-DE546),#H2),lutescens-DE126)),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),(((((((#H1)#H4,(fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)))),(bella-JJ85)#H3),(tenuituba-DE541,(oxycarpa-DE504,((mussotii-DE550,cranolopha-forked-DE151),(armata-DE671,chinensis-DE737))))),macrosiphon-DE519),#H3),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
4	run_057	-15080183.340437066	(((((((((((((((kansuensis-white-DE528,(anas-purple-DE681)#H3),semitorta-yellow-DE680),((densispica-DE554,pectinatiformis-DE666))#H2),(((cephalantha-DE115,#H2),urceolata-DE546),lutescens-DE126)),#H3),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),(((((bella-JJ85,(#H1)#H4),(((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),przewalskii-DE69),fetisowii-DE523)),((mussotii-DE550,(cranolopha-forked-DE151,(oxycarpa-DE504,(chinensis-DE737,armata-DE671)))),tenuituba-DE541)),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
4	run_096	-15080189.59275758	((((((((((((((((densispica-DE554,pectinatiformis-DE666))#H2,semitorta-yellow-DE680),kansuensis-white-DE528),anas-purple-DE681),(((urceolata-DE546,cephalantha-DE115),#H2),lutescens-DE126)),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),((((((przewalskii-DE69,(fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))))#H3,bella-JJ85),((#H3,(#H1)#H4),(tenuituba-DE541,(mussotii-DE550,((oxycarpa-DE504,cranolopha-forked-DE151),(chinensis-DE737,armata-DE671)))))),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),#H4),ingens-JJ15),longicaulis-JJ131);
5	run_143	-15080214.071924912	(longicaulis-JJ131,((((((((((((((urceolata-DE546,cephalantha-DE115),lutescens-DE126),((densispica-DE554,pectinatiformis-DE666))#H2),(((#H2,semitorta-yellow-DE680),kansuensis-white-DE528),(anas-purple-DE681)#H3)),#H3),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),(((((((bella-JJ85)#H4,(((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),fetisowii-DE523),przewalskii-DE69)),(#H1)#H5),(tenuituba-DE541,(((mussotii-DE550,oxycarpa-DE504),cranolopha-forked-DE151),(armata-DE671,chinensis-DE737)))),#H4),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),#H5),ingens-JJ15));
4	run_281	-15080239.384354748	(longicaulis-JJ131,(ingens-JJ15,((((((integrifolia-DE152,(((((((pectinatiformis-DE666,densispica-DE554))#H2,(urceolata-DE546,cephalantha-DE115)),lutescens-DE126),(((semitorta-yellow-DE680,kansuensis-white-DE528),#H2),anas-purple-DE681)),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),((axillaris-JJ125,(((bella-JJ85,(((przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)),fetisowii-DE523))#H4),((cranolopha-forked-DE151,(mussotii-DE550,(oxycarpa-DE504,(tenuituba-DE541,(armata-DE671,chinensis-DE737))))),#H4)),macrosiphon-DE519)))#H3),(#H1,#H3)),lachnoglossa-DE536)));
5	run_024	-15080276.69410619	((((((((integrifolia-DE152,((((((semitorta-yellow-DE680,((densispica-DE554,pectinatiformis-DE666))#H2),kansuensis-white-DE528),anas-purple-DE681),(((cephalantha-DE115,#H2),urceolata-DE546),lutescens-DE126)),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),(((((((przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523)))#H3,(tenuituba-DE541,((oxycarpa-DE504,(chinensis-DE737,armata-DE671)),(cranolopha-forked-DE151,mussotii-DE550)))),(#H1)#H4),(#H3,bella-JJ85)),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
5	run_462	-15080277.780323274	((ingens-JJ15,(((((((integrifolia-DE152,((((((semitorta-yellow-DE680,((pectinatiformis-DE666,densispica-DE554))#H3),kansuensis-white-DE528),anas-purple-DE681),(((urceolata-DE546,cephalantha-DE115),lutescens-DE126),#H3)),metaszetschuanica-DE668))#H2),batangensis-DE566))#H1,mollis-JJ74),(((((((fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))))#H5,(tenuituba-DE541,((cranolopha-forked-DE151,(mussotii-DE550,oxycarpa-DE504)),(armata-DE671,chinensis-DE737)))),((bella-JJ85,#H5),#H1)),macrosiphon-DE519),axillaris-JJ125))#H4),(#H2,#H4)),lachnoglossa-DE536)),longicaulis-JJ131);
5	run_408	-15080359.711993791	((((((((integrifolia-DE152,((((((cephalantha-DE115,((pectinatiformis-DE666,densispica-DE554))#H2),urceolata-DE546),lutescens-DE126),((semitorta-yellow-DE680,#H2),(anas-purple-DE681,kansuensis-white-DE528))),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),(((((((bella-JJ85)#H3,(#H1)#H4),((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),(fetisowii-DE523,przewalskii-DE69))),(((mussotii-DE550,(cranolopha-forked-DE151,oxycarpa-DE504)),tenuituba-DE541),(armata-DE671,chinensis-DE737))),#H3),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
2	run_051	-15080388.560588447	(longicaulis-JJ131,(ingens-JJ15,(((((batangensis-DE566,(integrifolia-DE152,(metaszetschuanica-DE668,(((kansuensis-white-DE528,semitorta-yellow-DE680),anas-purple-DE681),((pectinatiformis-DE666,densispica-DE554),(lutescens-DE126,(urceolata-DE546,cephalantha-DE115))))))))#H1,((macrosiphon-DE519,(axillaris-JJ125,((bella-JJ85,((fetisowii-DE523,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510)),przewalskii-DE69)),(tenuituba-DE541,(mussotii-DE550,(cranolopha-forked-DE151,((chinensis-DE737,armata-DE671),oxycarpa-DE504))))))))#H2),((#H1,mollis-JJ74),#H2)),lachnoglossa-DE536)));
5	run_090	-15080442.290113138	((((((((integrifolia-DE152,((((((cephalantha-DE115,urceolata-DE546),lutescens-DE126),((pectinatiformis-DE666,densispica-DE554))#H2),((anas-purple-DE681,(kansuensis-white-DE528)#H3),((semitorta-yellow-DE680,#H2),#H3))),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),((((((przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523)),(#H1)#H4),bella-JJ85),(tenuituba-DE541,(mussotii-DE550,((oxycarpa-DE504,cranolopha-forked-DE151),(armata-DE671,chinensis-DE737))))),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
4	run_260	-15080448.738025444	(((((((((((((((semitorta-yellow-DE680,((pectinatiformis-DE666,densispica-DE554))#H3))#H2,kansuensis-white-DE528),anas-purple-DE681),((#H3,((cephalantha-DE115,urceolata-DE546),lutescens-DE126)),#H2)),metaszetschuanica-DE668))#H1,integrifolia-DE152),batangensis-DE566),mollis-JJ74),(((((bella-JJ85,((przewalskii-DE69,(rex-subsp-lipskyana-red-DE510,cyathophylla-DE561)),fetisowii-DE523)),(#H1)#H4),(tenuituba-DE541,((mussotii-DE550,(armata-DE671,chinensis-DE737)),(oxycarpa-DE504,cranolopha-forked-DE151)))),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
3	run_004	-15080480.847949605	(longicaulis-JJ131,((((((mollis-JJ74,(batangensis-DE566,(integrifolia-DE152,(((anas-purple-DE681,((kansuensis-white-DE528,semitorta-yellow-DE680))#H2),(((pectinatiformis-DE666,densispica-DE554),#H2),((cephalantha-DE115,urceolata-DE546),lutescens-DE126))),metaszetschuanica-DE668)))))#H1,((axillaris-JJ125,(macrosiphon-DE519,((tenuituba-DE541,(cranolopha-forked-DE151,(((chinensis-DE737,armata-DE671),oxycarpa-DE504),mussotii-DE550))),(bella-JJ85,(przewalskii-DE69,((cyathophylla-DE561,rex-subsp-lipskyana-red-DE510),fetisowii-DE523)))))))#H3),(#H3,#H1)),lachnoglossa-DE536),ingens-JJ15));
3	run_432	-15080639.846430957	((((((((integrifolia-DE152,((((semitorta-yellow-DE680,(anas-purple-DE681,kansuensis-white-DE528)),((lutescens-DE126,(urceolata-DE546,cephalantha-DE115)),(densispica-DE554,pectinatiformis-DE666))),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),(((macrosiphon-DE519,((((cranolopha-forked-DE151,(mussotii-DE550,(armata-DE671,chinensis-DE737))),oxycarpa-DE504),tenuituba-DE541))#H2),axillaris-JJ125),((((przewalskii-DE69,((rex-subsp-lipskyana-red-DE510,cyathophylla-DE561),fetisowii-DE523)),(#H1)#H3),#H2),bella-JJ85))),lachnoglossa-DE536),ingens-JJ15),#H3),longicaulis-JJ131);
4	run_101	-15080675.788679162	((((((((integrifolia-DE152,((((((((pectinatiformis-DE666,densispica-DE554))#H2,kansuensis-white-DE528),semitorta-yellow-DE680),anas-purple-DE681),(((cephalantha-DE115,#H2),urceolata-DE546),lutescens-DE126)),metaszetschuanica-DE668))#H1),batangensis-DE566),mollis-JJ74),((((bella-JJ85,((fetisowii-DE523,(przewalskii-DE69,(cyathophylla-DE561,rex-subsp-lipskyana-red-DE510))))#H3),(((#H1)#H4,#H3),(tenuituba-DE541,(((armata-DE671,chinensis-DE737),(oxycarpa-DE504,cranolopha-forked-DE151)),mussotii-DE550)))),macrosiphon-DE519),axillaris-JJ125)),lachnoglossa-DE536),ingens-JJ15),#H4),longicaulis-JJ131);
